"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-IMP-21.jpg";"";"Negreiros, José de Almada  / França, José-Augusto";"Galeria de Março 1";"Galeria de Março 1 Catálogo da Primeira Exposição na Galeria de Março";"";"Português";"Seis cópias  (ANSA-IMP-21  ANSA-IMP-21 A  ANSA-IMP-21 B  ANSA-IMP-21 C  ANSA-IMP-21 D  ANSA-IMP-21 E) do catálogo da sétima exposição individual de José de Almada Negreiros na Galeria de Março, em Lisboa, dirigida por José-Augusto França.  Contém um texto biográfico sobre Almada; um texto de apresentação de José-Augusto França e a reprodução d";"Espólio Documental";"Pintura Impresso";"ANSA-IMP-21 C, dedicatória: 'para o nosso  Zé/ com um beijo do/ teu pai/ Lx 29-III-52/ almada'.";"Impresso.  Caderno agrafado com 8 páginas impressas a preto e vermelho, capa a cores. Dois dos seis exemplares (ANSA-IMP-21 B; ANSA-IMP-21 D) têm uma capa de cartolina rija e dimensões levemente maiores ao restantes, embora o conteúdo seja o mesmo.";"23 x 17 cm (ANSA-IMP-21; ANSA-IMP-21 A; ANSA-IMP-21 C; ANSA-IMP-21 E) 25 x 18 cm (ANSA-IMP-21 B; ANSA-IMP-21 D)  ";"";"";"";"ANSA-IMP-80";"ANSA-IMP-21 A: contém lista manuscrita de preços das obras em catálogo, dividida por 'óleos', 'guaches' e 'fora de catálogo'. A maior parte das obras encontra-se referenciada por número de ordem.  Na última página encontra-se lista de algumas das obras ex";"ANSA-IMP-21  ANSA-IMP-21 A  ANSA-IMP-21 B  ANSA-IMP-21 C  ANSA-IMP-21 D  ANSA-IMP-21 E";"Informação Protegida";"Bom ";"Colecção Particular";"";"1952";"Data da exposição, inscrita no cólofon do catálogo: '29 de março a 15 de abril de 1952'. ";"Negreiros, José Afonso de Almada";"";"1952 Mar-Abr";"Lisboa";"Galeria de Março Exposição Catálogo";"Negreiros, José de Almada  Negreiros, José Afonso de Almada  Jacob, Max França, José-Augusto";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-004.png";"/images/NAeSA/pdf/ANSA-RI-004.pdf";"Desconhecido";"Funerais , Almada Negreiros";"Funerais / Almada Negreiros";"";"Português";"Artigo sobre o funeral de António Lobo de Almada Negreiros, pai de José de Almada Negreiros, realizado em Paris a 14 de Junho de 1939.";"Espólio Documental";"Recorte de Imprensa";"";"";"";"";"Recorte tirado de:  Diário de Notícias , Ano 75, Nº 26347, 15 de Junho de 1939, p. 4.";"";"ANSA-RI-1 ANSA-RI-2 ANSA-RI-3";"";"ANSA-RI-4";"Informação Protegida";"Bom";"Colecção Particular";"";"1939";"Data atribuída no seguimento da pesquisa do recorte de imprensa na Biblioteca Nacional de Portugal.";"";"";"1939 Jun 15";"Paris Juvigny-sous-Andaine";"Família Falecimento";"Negreiros, António Lobo de Almada";"";"Diogo Fernandes Sara Afonso Ferreira"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-270.jpg";"";"Negreiros, José de Almada";"Fruteira com peras";"Fruteira com peras";"";"";"Desenho de uma fruteira com quatro peras, sobre uma mesa com toalha aos quadrados. ";"Arte";"Desenho";"";"Grafite sobre papel.";"23,1 x 33,4 cm";"";"";"";"";"";"ANSA-A-270";"Informação protegida";"Bom";"Colecção particular";"";"";"";"";"";"Sem data ";"";"";"";"2020-02-23";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-207___DEP-AN_300.jpg";"";"Negreiros, José de Almada";"Frères";"Frères";"";"";"Desenho de um par de bailarinos. Título ""Freres"". ";"Arte";"Desenho";"""Freres""";"Tinta da china e aguada sobre papel cinzento. ";"63,2 x 51 cm";"";"";"";"";"";"ANSA-A-207";"Informação protegida";"Bom. Papel amarelecido. ";"Colecção particular";"";"";"";"";"";"Sem data ";"";"";"";"2020-02-10";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-199-001_Medium.jpeg";"";"Negreiros, José de Almada";"Francisco d'Assis ";"Francisco d'Assis ";"";"Português";"Ficção breve sobre Francisco d'Assis.";"Literatura";"Ficção / Fragmentos";"";"Documento manuscrito a tinta preta numa página A5.";"";"";"";"";"";"";"ANSA-L-199";"Informação Protegida";"Bom: apresenta manchas de humidade.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"Assis, Francisco de";"";"Diogo Fernandes"
"José Coelho Pacheco";"/images/NAeSA/JCP-IMP-14.jpeg";"";"Desconhecido";"Française";"";"Marca de clip";"Português";"Pequeno anúncio a pedir cavalheiro português para aulas de conversação.";"Espólio Documental";"Recorte de Imprensa";"";"";"";"";"";"";"";"";"JCP-IMP-14";"Informação protegida";"Razoável";"Coleção particular";"";"";"";"";"";"Sem data";"";"";"";"2022-04-08";"Simão Palmeirim e Ana Rita Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-F-317_Medium.jpeg";"";"Desconhecido";"Fotografia de mulher ";"Fotografia de mulher ";"";"";"Fotografia a preto e branco de mulher desconhecida.";"Espólio Documental";"Documento Fotográfico";"";"Fotografia a preto e branco.";"8,8 cm x 12 cm";"";"";"";"";"";"ANSA-F-317";"Informação Protegida";"Razoável: apresenta vincos ao longo documento.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-F-087_edited-1.png";"";"Desconhecido";"fotografia de José e António de Almada Negreiros.";"fotografia de José e António de Almada Negreiros.";"";"Português";"retrato dos irmãos Almada Negreiros";"Espólio Documental";"Documento Fotográfico";"No recto, na margem inferior, a ouro. 'H. de Goes/Lisboa'.No verso, impressão a ouro do logotipo da casa fotográfica com monograma e a seguinte inscrição: 'Henrique de Goes/ 136, Rua do Arco Bandeira/Lisboa'.";"fotografia rectangular, a preto e branco, colada sobre cartão dos irmãos Almada Negreiros.";"";"";"";"";"";"";"ANSA-F-87";"Informação Protegida";"Bom";"Colecção Particular";"";"1898 1899";"Data atribuída de acordo com a aparência física";"";"";"1898-1899";"Lisboa";"";"Negreiros, José Afonso de Almada  Negreiros, António Sobral de Almada";"";"Luísa Medeiros"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-354.png";"/images/NAeSA/pdf/ANSA-RI-354.pdf";"N. C.-R.";"Foto-Maton";"Foto-Maton";"";"Português";"Artigo de N. C.-R. referente à venda do quadro da autoria de José de Almada Negreiros sobre Fernando Pessoa, anteriormente exposto na Brasileira .";"Espólio Documental";"Recorte de Imprensa";"";"";"";"";"Recorte tirado de:  Diário de Lisboa , Suplemento Literário, Ano 49. Nº 16928, 5 de Fevereiro de 1970, p. 2.";"";"";"";"ANSA-RI-354";"Informação Protegida";"Bom.";"Colecção Particular";"";"1970";"";"";"";"1970 Fev 5";"Lisboa";"Pintura";"N. C.-R. Negreiros, José de Almada  Pessoa, Fernando";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-1718.JPG";"";"Negreiros, José de Almada";"Formas estilizadas";"Formas estilizadas";"";"";"Desenho de formas estilizadas (possível estudo para realização de vitral ou objecto tridimensional?).";"Arte";"Desenho";"";"Grafite sobre papel (folha lisa de caderno de argolas).";"25 x 35,5 cm";"";"";"";"";"";"ANSA-A-1718";"Informação Protegida";"Bom";"Coleção Particular";"";"";"";"";"";"Sem data";"";"";"";"2022-01-18";"Sívia Laureano Costa / Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-243__I_.png";"/images/NAeSA/pdf/ANSA-RI-243.pdf";"Negreiros, José de Almada";"Foram cortadas duas tábuas do políptico proveniente de S. Vicente  de Fora Chamadas de Nuno Gonçalves";"Foram cortadas duas tábuas do políptico proveniente de S. Vicente  de Fora Chamadas de Nuno Gonçalves";"";"Português";"Artigo de Almada Negreiros sobre a composição do políptico proveniente de S. Vicente de Fora.";"Espólio Documental";"Painéis de S. Vicente Recorte de Imprensa";"Inscrito na margem inferior do recorte, a caneta azul, a fonte e data: 'Diário Popular 16-12-1955'.";"";"";"";"Recorte tirado de:  Diário Popular , 16 de Dezembro de 1955, pp. 1 e 9.";"";"";"";"ANSA-RI-243";"Informação Protegida";"Bom. O recorte apresenta algumas manchas de humidade.";"Colecção Particular";"";"1955";"";"";"";"1955 Dez 16";"Lisboa Rio de Janeiro Londres";"Painéis";"Santos, Reynaldo dos Gonçalves, Nuno  Da Vinci, Leonardo Alves, Motta";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-IMP-39.jpg";"/images/NAeSA/pdf/ANSA-IMP-39.pdf";"Desconhecido";"Folheto número dois da Galeria de Março";"Folheto número dois da Galeria de Março  ";"";"Português";"Folheto comemorativo do primeiro aniversário da abertura da Galeria de Março, em 29 de Março de 1952. Exemplares : ANSA-IMP-39 ANSA-IMP-39 A ANSA-IMP-39 B. Contém um texto de Diogo de Macedo e a reprodução do desenho oferecido por Almada à Galeria na ocasião. Junto com o folheto vem um cartão-de-visita da G";"Espólio Documental";"Impresso";"Rubrica: «N.5 ‹ilegível› »; um dos directores artísticos da Galeria; tinta azul; contracapa do folheto; em baixo à esquerda. Dedicatória no cartão-de-visita: «Com os cumprimentos / muito agradecido / da / 29/3/53»; tinta azul, em cima no cen";"Folheto: cartolina azul dobrada em dois, impresso a tinta azul e amarela. Cartão-de-visita: cartolina impressa a cores.";"Folheto: 24,5 x 16 cm Cartão-de-visita: 4,1 x 13,6 cm";"";"";"";"";"O documento foi digitalizado junto com o cartão-de-visita  que vem junto com o folheto e desta forma portanto aparece no jpg e no pdf.";"ANSA-IMP-39";"Informação Protegida";"Bom.";"Colecção Particular";"";"1953";"Data inscrita na dedicatória que aparece no cartão-de-visita localizado junto com o folheto preso com clipe. Data que se pode deduzir também pelo texto presente na contracapa.";"";"";"1953 Mar 29";"Lisboa";"Surrealismo Pintura Galeria de Março Exposição Cubismo Comemoração Arte Abstraccionismo";"Tagarro, José  Souza-Cardoso, Amadeo de  Pillet, Edgard Negreiros, José de Almada  Macedo, Diogo de  Lemos, Fernando  França, José-Augusto  Eloy, Mário  Alvarez, Dominguez";"";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-IMP-47.jpg";"/images/NAeSA/pdf/ANSA-IMP-47.pdf";"Desconhecido";"Folheto de apresentação do documentário  Almada Negreiros Vivo Hoje  na  XV Semana Internacional de cine religioso y de valores humanos  de Valladolid (1970)";"Folheto de apresentação do documentário  Almada Negreiros Vivo Hoje  na  XV Semana Internacional de cine religioso y de valores humanos  de Valladolid (1970)";"";"Espanhol Francês";"Catorze exemplares (ANSA-IMP-47 ANSA-IMP-47 A  ANSA-IMP-47 B  ANSA-IMP-47 C  ANSA-IMP-47 D  ANSA-IMP-47 E  ANSA-IMP-47 F  ANSA-IMP-47 G  ANSA-IMP-47 H  ANSA-IMP-47 I  ANSA-IMP-47 J  ANSA-IMP-47 K  ANSA-IMP-47 L  ANSA-IMP-47 M ANSA-IMP-47 N)do folheto de apresentação do documentário Almada Negreiros Vivo Hoje na  XV Semana Internacional de cine religioso y de valores humanos  de Valladolid (1970). Contém a ficha técnica do documentário realizado por António Macedo; um pe";"Espólio Documental";"Impresso";"";"Papel com brilho dobrado em três, impresso a preto e branco e azul claro.";"25,3 x 17,7 cm";"";"";"";"";"hemeroteca.sevilla.abc.es/cgi-bin/pagina.pdf?fn=exec;command=stamp;path=H:\cran\data\prensa_pages\Sevilla\ABC SEVILLA\1970\197004\19700421\70A21-047.xml;id=0003018735";"ANSA-IMP-47  ";"Informação Protegida";"Óptimo";"Colecção Particular";"";"1970";"Deduzida pela informação da data de inauguração, ocorrida a 20 de Abril de 1970, segundo consta no artigo de jornal  ABC Sevilla  de 21 de Abril de 1970.";"";"";"1970 Abr";"Valladolid";"Cinema";"Roque, Elso Mourão-Ferreira, David Macedo, António Castro, Francisco de";"";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-IMP-40_.jpg";"/images/NAeSA/pdf/ANSA-IMP-40.pdf";"Desconhecido";"Folheto da apresentação do painel de cerâmica de Eduardo Leite destinado ao Castelo de Vila Viçosa";"Folheto da apresentação do painel de cerâmica de Eduardo Leite destinado ao Castelo de Vila Viçosa e apresentado no Palácio da Independência a 1 de Dezembro de 1957.";"";"Português";"Seis exemplares (ANSA-IMP-40  ANSA-IMP-40 A  ANSA-IMP-40 B  ANSA-IMP-40 C  ANSA-IMP-40 D  ANSA-IMP-40 E) do folheto da apresentação do painel de cerâmica de Eduardo Leite destinado ao Castelo de Vila Viçosa e apresentado no Palácio da Independência a 1 de Dezembro de 1957. Contém um texto de apresentação de Almada Negreiros e um texto de Edua";"Espólio Documental";"Impresso Catálogo";"";"Caderno agrafado com 8 páginas e impresso a preto.";"15,5 x 21 cm";"http://www.monumentos.pt/Site/APP_PagesUser/SIPA.aspx?id=5257";"";"";"";"Na D escrição Complementar  da página dedicada ao Palácio da Independência do SIPA lê-se: «JARDIM: ao fundo, ladeando a fonte manuelina e aplicados na parede encostada à Cerca Fernandina, 3 painéis d";"ANSA-IMP-40";"Informação Protegida";"Bom";"Colecção Particular";"";"1951";"Inscrita";"";"";"1957 Dez 1";"Lisboa";"Pintura Painel Comemoração Cerâmica Arte";"Fernandes, Fernando Carvalho Feio, Barata Coutinho, Azevedo Cid, Bartolomeu Cargaleiro, Manuel Telmo, Cottinelli Sousa, Cecilia Alves de Silva, Ferreira da Santos, Abel dos Sá, João Alves de Ribeiro, Rogério Negreiros, José de Almada  Marques, Tertuliano ";"";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-066.png";"/images/NAeSA/pdf/ANSA-RI-066.pdf";"Dantas, Júlio";"Folhetim de  O Comércio do Porto  , A Propósito de Picasso";"Folhetim de  O Comércio do Porto  / A Propósito de Picasso";"";"Português";"Artigo de Júlio Dantas sobre o pintor Pablo Picasso e a tensão entre tradição e modernidade, a propósito da nomeação deste último para o cargo de director do Museu do Prado.";"Espólio Documental";"Recorte de Imprensa";"Inscrito na margem esquerda do recorte, a fonte e data: 'Comércio do Porto - 27-9-36.'";"";"";"";"Recorte tirado de:  Comércio do Porto , 27 de Setembro de 1936.";"";"";"";"ANSA-RI-66";"Informação Protegida";"Bom";"Colecção Particular";"";"1936";"";"";"";"1936 Set 27";"França Munique Moscovo Madrid Itália Inglaterra Espanha Checoslováquia Alemanha Polónia";"Pintura Arte Arquitectura";"Weber-Tyrol, Hans Josef Velasquez, Diego Unold, Max Tempelhof Stevens, Mallet Satie, Eric Sant'Elia, Antonio Ruskin, John Rosenthal, Harry Roevich, Nikolai Ribera, Jusepe Reverly, Pièrre Poulene, Francis Picasso, Pablo  Penaggi Mussolini, Benito  Murillo,";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-550.jpg";"";"Affonso, Sarah";"Folha";"Folha";"";"";"Desenho de uma folha, com a legenda no canto superior direito: ""1.º desenho"". Assinado e datado: ""Viana do Castelo 13-11-1911"".  ";"Arte";"Desenho";"""1.º Desenho""";"Grafite sobre papel.";"32,5 x 21,4 cm";"";"";"";"";"";"ANSA-A-550";"Informação protegida";"Bom. Algumas manchas de humidade.";"Colecção particular";"";"";"Datado.";"";"";"1911";"Viana do Castelo";"";"";"2020-05-19";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-185.png";"/images/NAeSA/pdf/ANSA-RI-185.pdf";"Desconhecido";"Foi para Almada Negreiros o prémio «Domingos Sequeira» instituído este ano, pela primeira vez, pelo S. N. I.";"Foi para Almada Negreiros o prémio «Domingos Sequeira» instituído este ano, pela primeira vez, pelo S. N. I.";"";"Português";"Artigo, por autor desconhecido, sobre o prémio obtido por José de Almada Negreiros no âmbito da Exposição de Arte Moderna do S. N. I.";"Espólio Documental";"Recorte de Imprensa";"";"";"";"";"Recorte tirado de:  Diário Popular , 17 de Abril de 1946, p. 4.";"";"";"";"ANSA-RI-185";"Informação Protegida";"Bom.";"Colecção Particular";"";"1946";"";"";"";"1946 Abr 17";"";"Prémio Secretariado Nacional de Informação (SNI)";"Cabral, Teixeira Ferreira, Paulo Negreiros, José de Almada  Tom";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-515.jpeg";"";"Affonso, Sarah";"Flores margaridas";"Flores margaridas";"";"";"Desenho de flores silvestres, possivelmente margaridas. Datado e assinado.";"Arte";"Desenho";"";"Grafite sobre papel.";"51,3 x 50,8 cm";"";"Sarah Affonso. Os Dias das Pequenas Coisas., Museu Nacional de Arte Contemporânea do Chiado / Tinta-da-China, Lisboa, 2019. ";"Exposição “Sarah Affonso. Os Dias das Pequenas Coisas.”, curadoria de Maria de Aires Silveira e Emília Ferreira. Museu Nacional de Arte Contemporânea do Chiado, Lisboa. 13 de Setembro de 2019 a 22 de Março de 2020. ";"";"";"ANSA-A-515";"Informação protegida";"Bom. Papel amarelecido.";"Colecção particular";"";"";"Datado.";"";"";"1975";"";"";"";"2020-03-06";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-492.jpg";"";"Affonso, Sarah";"Flores";"Flores";"";"";"Desenho de duas flores.Assinado e datado.";"Arte";"Desenho";"";"Grafite sobre papel.";"21,6 x 32 cm";"";"";"";"";"";"ANSA-A-492";"Informação protegida";"Bom";"Colecção particular";"";"";"Datado.";"";"";"1943";"";"";"";"2020-03-04";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-1745.JPG";"";"Affonso, Sarah";"Flores";"Flores";"";"";"Esboço de flores e motivos vegetalistas, muito provavelmente da autoria de Sarah Affonso.";"Arte";"Desenho";"";"Materiais riscadores vários.";"21 x 13,5 cm";"";"";"";"";"";"ANSA-A-1745";"Informação Protegida";"Razoável";"Colecção Particular";"";"";"";"";"";"Sem data ";"";"";"";"2022-03-11";"Sílvia Laureano Costa/ Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-F-043_edited-1.png";"";"Desconhecido";"Filhos de Sarah Affonso e Almada Negreiros";"Filhos de Sarah Affonso e Almada Negreiros";"";"Português";"José Afonso e Ana Paula sentados junto ao anexo da casa de Bicesse.";"Espólio Documental";"Documento Fotográfico";"Frente: 'Pascoa de 1944 / José 9 anos / Ana Paula 22 meses.', tinta preta.";"Fotografia a preto e branco sobre papel de posta.";"";"";"";"";"";"";"ANSA-F-43";"Informação Protegida";"Razoável";"Colecção Particular";"";"1944";"";"";"";"Páscoa de 1944";"Bicesse";"";"Almada-Negreiros, Paula Negreiros, José Afonso de Almada";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-046_thumbnail.jpg";"";"Negreiros, José de Almada";"figvra svperflva exerrore";"figvra svperflva exerrore   sigla num painel do século XV";"";"Português";"caderno vazio, só a capa tem conteúdo";"Geometria";"Número";"";"Capa com a figura superflua em papel branco e duas bandas vermelhas horizontais coladas";"17,5 x 13 cm";"";"";"";"";"Na capa está patente 'ATICA'";"ANSA-C-46";"Informação Protegida";"Razoável (objeto frágil: as bandas estão a descolar)";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"Relação 9/10";"Da Vinci, Leonardo";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-170_thumbnail.jpg";"";"Negreiros, José de Almada";"Figuras sentadas";"Figuras sentadas ";"";"";"Desenho de duas figuras sentadas num sofá: uma feminina e outra masculina.Desenho de uma figura feminina sentada numa poltrona. Estudos para uma edição ilustrada de Guerra e Paz, de Tolstoi, que não chegou a ser publicada. ";"Arte";"Desenho / Ilustração";"";"Lápis e tinta da china sobre cartão.";"32,5 x 25 cm";"";"";"";"ANSA-A-163";"";"ANSA-A-170";"Informação Protegida";"Bom. Apresenta algumas manchas de humidade.";"Colecção Particular";"";"";"";"";"";"Sem data";"";"";"";"2020-01-31";"Sílvia Laureano Costa"
