Fundo,Imagem,PDF,Autor,Titulo,Titulos atríbuidos,Notas de edição,Idioma,Edição / Descrição geral,Categoria,Subcategoria,Legendas,Descrição Material,Dimensões,Itens relacionados,Cota,Data,Locais,Palavras chave,Identificador
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-193.jpg,,Almada Negreiros,Carta Aberta Ilustrada pela sala II do Museu Nacional de Arte Antiga,Esboço para edição em fólio da Carta Aberta Ilustrada,Edições NónioAssinada,Português,"Rascunho para uma edição em fólio da carta aberta ilustrada sobre os painéis de S. Vicente, que Almada não chega a publicar. Enfâse dado aos desenhos que ilustram a cronologia da sua investigação sobre os painéis, sem o texto propriamente dito da Carta",Arte / Geometria,,,"Folha quadriculada de 17x44,5cm dobrada em quatro partes.Texto e imagem a lápis e esferográfica azul.","17x44,5cm (aberta)",ANSA-C-189,ANSA-C-193,c. 1961,,Carta Aberta Ilustrada; MNAA; Painéis de S. Vicente,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2388
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-200-1.jpg,,Almada Negreiros,Carta Aberta Ilustrada pela sala II do Museu Nacional de Arte Antiga,,,Português,"Rascunhos para a carta aberta ilustrada sobre os painéis de S. Vicente, que Almada não chega a publicar. O texto não é encadeado de uma folha para a outra, não foram necessariamente elaboradas na mesma ocasião embora formalmente sejam muito semelhantes e estivessem juntas no espólio. Na primeira folha já se encontra o título “os quinze painéis da Batalha”, são portanto, provavelmente, rascunhos que testemunham a passagem de um texto (Carta Aberta) para outro (os quinze painéis)",Arte / Espólio Documental / Geometria,,,2 folhas lisas  escritas a caneta de tinta preta e esferográfica azul,"27,5 x 21,5 cm cada folha",,ANSA-C-200,c.1961,MNAA; Batalha,Quinze painéis de D. João I / Carta Aberta,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2395
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-201.jpg,,Almada Negreiros,Carta Aberta Ilustrada pela sala II do Museu Nacional de Arte Antiga,,AssinadoEdições Nónio,Português,"Conjunto de páginas com rascunhos de capas (grafismo) e textos da “Carta aberta ilustrada”; uma delas com título diferente. Provavelmente são estudos primários dessa mesma carta aberta, não publicada. É provável que tenham sido postos dentro da capa onde estavam e não elaborados como conjunto.",Arte / Geometria,,,"Sete folhas de dimensões variadas (algumas dobradas) dentro de uma capa com o título a tinta vermelha.As folhas do interior são todas lisas, de diferentes papéis e algumas com uma quadrícula desenhada a lápis. Só uma das folhas tem inscrições no verso.São inscritas a lápis, caneta de tinta preta e esferográfica azul.","33 x 25,5 cm ",,ANSA-C-201,c. 1960,Batalha / MNAA,Carta Aberta Ilustrada ,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2396
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-217.jpg,,Almada Negreiros ,Carta aberta ilustrada pela sala II do Museu Nacional de Arte Antiga,,Assinado,Português,"Estudos para edições dedicadas ao texto da Carta Aberta. Com ilustrações, notas e uma cronologia visual da evolução da reconstituição retabular do maior interesse. Estudos inacabados, reunidos dentro de uma pasta com capa que identifica o título. Inclui também estudos de composição das proporções de Ecce Homo.Quando Almada se refere à “gazua ou passe-partout” refere-se ao artigo de Bragança no Diário Popular (17/007/1960), de ANSA-RI-255.Inclui vários textos muito semelhantes à versão datiloscrita da Carta Aberta (ANSA-C-207).",Arte / Espólio Documental,,,"25 folhas de dimensões variadas e materiais riscadores variadosTodas as folhas dentro de capa: ANSA-C-217-1ANSA-C-217-6 dentro de -5, dentro de -4, dentro de -3ANSA-C-217-9 dentro de -8ANSA-C-217-11, -12, -13 dentro de -10ANSA-C-217-14 a -19 dentro de -13ANSA-C-217-24 e -25 dentro de -23, dentro de -22, dentro de -21, dentro de -20 (-20 sem inscrições)",34 x 24 cm,,ANSA-C-217,c. 1961,,Carta Aberta; José de Bragança; Painéis de S. Vicente,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2412
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-207-001.jpg,,Almada Negreiros,Carta aberta ilustrada pela Sala II Museu de Arte Antiga,Os Quinze Painéis de D. João I na Batalha,,Português,"Fotocópia anotada de dactiloscrito da Carta aberta ilustrada. Muito semelhante a ANSA-C-208, que é a versão final, publicada em ANSA-RI-273, em julho de 1962.",Arte / Espólio Documental / Geometria,,,"Três folhas de papel liso, onde por cima da fotocópia do dactiloscrito, há anotações a lápis, caneta de tinta preta e esferográfica preta.",27 x 21 cm,ANSA-RI-273,ANSA-C-207,1961-1962,"Portugal, MNAA, Batalha, Kunthistorisches Museu de Viena, Porto, Igreja de S. Francisco, ",Painéis de S. Vicente; Diário de Notícias,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2402
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-208-001.jpg,,ANSA-C-208,Carta aberta ilustrada pela Sala II Museu de Arte Antiga,,Assinado,Português,"Manuscrito que corresponde a uma parte da Carta Aberta Ilustrada, posteriormente transformada em “Os 15 Painéis”. Este manuscrito é a versão mais perto da final, correspondente à publicação no Diário de Notícias , de 11 de julho de 1962. Na publicação (ANSA-RI-273) está inscrito que o texto é de 9 de julho de 1962.",Arte / Espólio Documental / Geometria,,,"Três folhas de papel liso numeradas à mão, escritas a e esferográfica preta.",27 x 21 cm,,ANSA-C-208,9-Jul-62,"Portugal, MNAA, Batalha, Kunthistorisches Museu de Viena, Porto, Igreja de S. Francisco.",,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2403
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-021__I__edited-1.png,,"Avillez, Francisco d'",Carta com o esquema da participação de José de Almada Negreiros na Bienal de S.Paulo,Carta com o esquema da participação de José de Almada Negreiros na Bienal de S.Paulo,,Português,Francisco d'Avillez envia a Almada Negreiros o esquema da ficha de inscrição e uma nota biográfica da sua inscrição na Bienal de S.Paulo.,Espólio Documental,Correspondência,,Cartão de visita de  D.Francisco de Avillez; ms. a esferográfica azul; sobrescrito timbrado do Secretariado Nacional de Informação Cultura Popular e Turismo; três folhas quadriculadas ms.  num dos lados  a esferográfica preta.,,,ANSA-COR-21,1964 Jan 29,S.Paulo,Bienal de S.Paulo,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/247
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-248-001.jpg,,"Hills, F. B.",Carta da BBC a José de Almada Negreiros,Carta da BBC a José de Almada Negreiros,,Português,Carta a propósito da transmissão das duas palestras de Almada Negreiros na BBC. ,Espólio Documental,Correspondência,,"1 p. papel timbrado «The British Broadcasting Corporation», dactiloscrito assinado.","25 x 20,5 cm",ANSA-F-228; ANSA-L-26; ANSA-L-27; ANSA-L-28,ANSA-COR-248,1950 Set 20,Londres,Conferência Palestra radiofónica,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1151
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-329-001.jpg,,BP - Companhia Portuguesa dos Petróleos,Carta da BP- Companhia Portuguesa dos Petróleos a José de Almada Negreiros,Carta da BP - Companhia Portuguesa dos Petróleos a José de Almada Negreiros,,Português,"Informa sobre concurso de Pintura, com vista à escolha e aquisição de um quadro que ficaria a representar a arte portuguesa no edifício da British Petroleum Company em Londres; envia regulamento do concurso.",Espólio Documental,Correspondência,,"Folha de papel liso, amarela, com timbre da BP - Companhia Portuguesa dos Petróleos, dactilografada a preto no recto, com assinatura ilegível manuscrita a azul, duas folhas dactilografadas com regulamento do concurso pro", ,,ANSA-COR-329,1966 Jun 20,Lisboa,Pintura,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/762
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-695-001.jpg,,Comissão Administrativa das Novas Instalações Universitárias,Carta da Comissão Administrativa das Novas Instalações Universitárias para José de Almada Negreiros,Carta da Comissão Administrativa das Novas Instalações Universitárias para José de Almada Negreiros,"Bilhete assinado, mas a assinatura é incompreensível.Acompanhada pelo envelope.",Português,Carta da Comissão Administrativa das Novas Instalações Universitárias para José de Almada Negreiros. O texto relata assuntos de uma carta precedente e conclui-se com um pedido de aparecimento no gabinete da Comissão.,Espólio Documental,Correspondência,,"Folha de cartolina timbrada da Comissão Administrativa das Novas Instalações Universitárias, manuscrita a caneta de tinta preta.","9,5x14,5 cm",,ANSA-COR-695,1959 Mai 13,Lisboa,desenhos ,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4130
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-464-001.jpg,,Comissão Pró-Associação dos Estudantes de Medicina de Lisboa,Carta da Comissão Pró-Associação dos Estudantes de Medicina de Lisboa a José de Almada Negreiros,Carta da Comissão Pró-Associação dos Estudantes de Medicina de Lisboa a José de Almada Negreiros,,Português,"Envio de dois folhetos: programa da Semana de Recepção aos Novos Alunos de !959-1960 e catálogo da Exposição de Artes Plásticas realizada na mesma Semana, incluindo trabalhos de Almada Negreiros.",Espólio Documental,Correspondência,,"Dois desdobráveis dactilografados, um de cor alaranjada e outro cor-de-rosa; envelope acinzentado, com carimbo do correio de Lisboa",,,ANSA-COR-464,1959 Dez 10,Lisboa,Exposição,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/986
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-754.jpg,,Companhia de seguros Comércio e Indústria,Carta da Companhia de seguros à Associação dos Estudantes do Instituto Superior Técnico,Carta da Companhia de seguros à Associação dos Estudantes do Instituto Superior Técnico,,Português,"Carta da Companhia de seguros Comércio e Indústria à Associação dos Estudantes do Instituto Superior Técnico onde comunica que foi efetuado um seguro de obras para a Exposição de Artes Plásticas no Salão Nobre do Instituto Superior Técnico de 17 a 23 Dezembro 1962 e acrescenta que da mesma exposição fará parte um quadro de Almada Negreiros do valor de 20000 Escudos, segundo estimativa do autor.",Espólio Documental,Correspondência,,Folha de papel liso da Companhia de Seguros Comércio e Indústria impressa a preto e dactilografada. Contém o carimbo da Companhia a tinta verde e a assinatura a caneta de tinta azul.,22x21 cm,,ANSA-COR-754,1962 Dez 15,Lisboa Porto,seguro exposição ,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4185
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-344-001.jpg,,Cooperativa Árvore,Carta da Cooperativa Árvore a José de Almada Negreiros,Carta da Cooperativa Árvore a José de Almada Negreiros,,Português,"Circular informativa sobre a exposição a realizar quando da inauguração das novas instalações da Cooperativa, e sobre os estatutos desta sociedade de actividades artísticas.",Espólio Documental,Correspondência,,"Folha de papel amarelo, liso, dactilografada no recto; envelope timbrado da Cooperativa Árvore, com selo e carimbo de correio do Porto.",,,ANSA-COR-344,1963 Out 31,Porto,Exposição,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/806
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-467-002.jpg,,Editora Ulisseia,Carta da Editora Ulisseia a José de Almada Negreiros,Carta da Editora Ulisseia a José de Almada Negreiros,,Português,"Contém exemplar do jornal  Artes e Letras , de 10 de Fevereiro de 1966, totalmente dedicado à obra e personalidade de Almada Negreiros.",Espólio Documental,Correspondência,,"Exemplar do jornal  Artes e Letras , de 8 páginas; envelope acastanhado, com timbre da Editora Ulisseia e morada do destinatário manuscrita a tinta preta; fotografia de dimensão muito reduzida, de impossível decifração.",,,ANSA-COR-467,1966 Fev 15,Lisboa,Arte Artigo biográfico Imprensa Literatura,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/991
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-232-001.jpg,,Desconhecido,Carta da empresa Tapetes de Portalegre para José de Almada Negreiros,Carta da empresa Tapetes de Portalegre para José de Almada Negreiros,,Português,O autor afirma que estará em Lisboa na semana seguinte e que irá procurar José de Almada Negreiros a propósito das tapeçarias.,Espólio Documental,Correspondência,,"Folha A4 lisa e timbrada de 'Tapetes de Portalegre Limitada'; mista, com texto dact. a preto e assinatura a tinta azul; envelope timbrado, carimbado e selado dact a preto e com riscos e números a lápis, a tinta azul, verde e vermelha.",,,ANSA-COR-232,1952 Jun 24,Portalegre,Tapeçaria,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/712
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-350-001.jpg,,Junta de Turismo da Costa do Sol,"Carta da Junta de Turismo da Costa do Sol, a José de Almada Negreiros","Carta da Junta de Turismo da Costa do Sol, a José de Almada Negreiros",,Português,Envio do Regulamento para Exposição Antoniana e formulários para participação.,Espólio Documental,Correspondência,,Cartão timbrado da Junta de Turismo da Costa do Sol; Folha impressa com regulamento da Exposição Antoniana; 3 folhas de formulário para participação; envelope timbrado da Junta de Turismo da Costa do Sol - Estoril,,,ANSA-COR-350,1961 Abr 29,Estoril,Exposição,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/812
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-328-001.jpg,,Manufactura das Tapeçarias de Portalegre,Carta da Manufactura das Tapeçarias de Portalegre a José de Almada Negreiros,Carta da Manufactura das Tapeçarias de Portalegre a José de Almada Negreiros,com envelope,Português,Informa acerca da ampliação do cartão sob o tema «A Sentença de Salomão».,Espólio Documental,Correspondência,,"Folha de papel liso, amarelada, com timbre da Manufactura das Tapeçarias de Portalegre, dactilografada a preto no recto.",,,ANSA-COR-328,1962 Jan 15,Portalegre,Tapeçaria,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/761
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-343-001.jpg,,Manufactura das Tapeçarias de Portalegre,Carta da Manufactura de Tapeçarias de Portalegre,Carta da Manufactura de Tapeçarias de Portalegre,,Português,Dá notícias sobre a tapeçaria portuguesa representada na I Bienal Internacional de Lausanne.,Espólio Documental,Correspondência,,"Folha de papel liso, com timbre da Manufactura de Tapeçarias de Portalegre, dactilografada no recto, com assinatura ilegível, manuscrita a tinta azul; envelope timbrado, com selo e carimbo de correio de Portalegre.",,,ANSA-COR-343,1962 Jun 25,Portalegre,Bienal de Lausanne Tapeçaria,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/805
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-334-001.jpg,,Manufactura das Tapeçarias de Portalegre,Carta da Manufactura de Tapeçarias de Portalegre a José de Almada Negreiros,Carta da Manufactura de Tapeçarias de Portalegre a José de Almada Negreiros,,Português,Informa que a tapeçaria «Salomão» se encontra em tecelagem; o remetente da carta acrescenta em jeito de  post-scriptum que  está de partida para Londres.,Espólio Documental,Correspondência,,"Folha de papel liso, timbrado da Manufactura de Tapeçarias de Portalegre, dactilografada no recto, com acrescento manuscrito a tinta azul; envelope igualmente timbrado, com selo e carimbo do correio.",,,ANSA-COR-334,1962 Abr 28,Portalegre,Tapeçaria,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/787
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-249-001.jpg,,"Schreck, Henrique",Carta da Rádio Clube Português a Almada Negreiros,Carta da Rádio Clube Português a Almada Negreiros,,Português,"Carta a propósito da emissão, a 20 e 22 de maio, de um programa dedicado à conferência realizada a 16 do mesmo mês na Escola Superior de Belas-Artes do Porto, subordinada ao tema «O que eu não era capaz de dizer». ",Espólio Documental,Correspondência,,"1 p. papel timbrado «Rádio Clube Português», dactiloscrito assinado. ","27 x 21,5 cm",ANSA-F-240 e ANSA-F-241.,ANSA-COR-249,1959 maio 18,Porto,Conferência,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1153
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-COR-747.jpg,,Sociedade de Escritores e Compositores Teatrais Portugueses,Carta da Sociedade de Escritores e Compositores Teatrais Portugueses a José de Almada Negreiros,Carta da Sociedade de Escritores e Compositores Teatrais Portugueses a José de Almada Negreiros,,Português,"Carta da Sociedade de Escritores e Compositores Teatrais Portugueses a José de Almada Negreiros com pedido de autorização para gravar a obra ""A Flor"" para um curso de divulgação da língua portuguesa a realizar na Rádio dos Estados Unidos da América do Norte, como solicitado por Fernando Pessa.",Espólio Documental,Correspondência,,Folha de papel da Sociedade de Escritores e Compositores Teatrais Portugueses dactilografada. ,27x21 cm,ANSA-COR-748,ANSA-COR-747,1961 Jul 6,Lisboa Estados Unidos da América do Norte,gravar fita magnética língua portuguesa ano lectivo autorização ,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4172
